357,200 V positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
358,200 V negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
359,20 pA offset out of specification,0,Hardware warning: Limits configuration error,Warning
360,20 pA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
361,20 pA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
362,200 pA offset out of specification,0,Hardware warning: Limits configuration error,Warning
363,200 pA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
364,200 pA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
365,2 nA offset out of specification,0,Hardware warning: Limits configuration error,Warning
366,2 nA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
367,2 nA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
368,20 nA offset out of specification,0,Hardware warning: Limits configuration error,Warning
369,20 nA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
370,20 nA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
371,200 nA offset out of specification,0,Hardware warning: Limits configuration error,Warning
372,200 nA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
373,200 nA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
374,2 ?A offset out of specification,0,Hardware warning: Limits configuration error,Warning
375,2 ?A positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
376,2 ?A negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
377,20 ?A offset out of specification,0,Hardware warning: Limits configuration error,Warning
378,20 ?A positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
379,20 ?A negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
380,200 ?A offset out of specification,0,Hardware warning: Limits configuration error,Warning
381,200 ?A positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
382,200 ?A negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
383,2 mA offset out of specification,0,Hardware warning: Limits configuration error,Warning
384,2 mA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
385,2 mA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
386,20 mA offset out of specification,0,Hardware warning: Limits configuration error,Warning
387,20 mA positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
388,20 mA negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
389,2 nC positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
390,2 nC negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
391,20 nC positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
392,20 nC negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
393,200 nC positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
394,200 nC negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
395,2 ?C positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
396,2 ?C negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
397,Charge zero excessive,0,Hardware warning: Limits configuration error,Warning
399,Temp offset out of specification,0,Hardware warning: Limits configuration error,Warning
400,Temp gain out of specification,0,Hardware warning: Limits configuration error,Warning
410,Humidity offset out of specification,0,Hardware warning: Limits configuration error,Warning
412,Humidity gain out of specification,0,Hardware warning: Limits configuration error,Warning
413,Int. Temp out of specification,0,Hardware warning: Limits configuration error,Warning
415,VSRC 100 V offset out of specification,0,Hardware warning: Limits configuration error,Warning
416,VSRC 100 V positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
417,VSRC 100 V negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
418,VSRC 1000 V offset out of specification,0,Hardware warning: Limits configuration error,Warning
419,VSRC 1000 V positive gain out of specification,0,Hardware warning: Limits configuration error,Warning
420,VSRC 1000 V negative gain out of specification,0,Hardware warning: Limits configuration error,Warning
421,Current offset not converging,0,Hardware warning: Limits configuration error,Warning
422,Voltage offset not converging,0,Hardware warning: Limits configuration error,Warning
423,Date of calibration not set,0,Hardware warning: Calibration data invalid,Warning
424,Next date of calibration not set,0,Hardware warning: Calibration data invalid,Warning
425,Calibration data invalid,0,Hardware warning: Calibration data invalid,Warning
426,Not permitted with calibration locked,0,Hardware warning: Calibration data invalid,Warning
427,Not permitted with calibration unlocked,0,Hardware warning: Calibration data invalid,Warning
510,Reading buffer data lost,7307,Hardware error: Configuration error,Error
511,GPIB address lost,7307,Hardware error: Configuration error,Error
512,Power-on state lost,7307,Hardware error: Configuration error,Error
514,DC calibration data lost,7307,Hardware error: Configuration error,Error
515,Calibration dates lost,7307,Hardware error: Configuration error,Error
516,Calibration tables lost,7307,Hardware error: Configuration error,Error
610,Questionable calibration,7307,Hardware error: Configuration error,Error
611,Questionable temperature,7307,Hardware error: Configuration error,Error
612,Questionable humidity,7307,Hardware error: Configuration error,Error
613,Questionable voltage,7307,Hardware error: Configuration error,Error
614,Questionable current,7307,Hardware error: Configuration error,Error
615,Questionable ohms,7307,Hardware error: Configuration error,Error
616,Questionable charge,7307,Hardware error: Configuration error,Error
617,Questionable test sequence,7307,Hardware error: Configuration error,Error
618,Resistivity: current out of limits,0,Hardware warning: Calibration data invalid,Warning
700,Low battery detected,0,Hardware warning: Low battery,Warning
800,RS-232 framing error detected,0,Hardware warning: Wrong command,Warning
802,RS-232 overrun detected,0,Hardware warning: RS-232 overrun detected,Warning
803,RS-232 break detected,0,Hardware warning: Wrong command,Warning
805,Invalid system communication,7308,Hardware error: Communication error,Error
808,ASCII only with RS-232,0,Hardware warning: Wrong command,Warning
809,Not allowed with RS-232,0,Hardware warning: Wrong command,Warning
850,Invalid sequence settings,7308,Hardware error: Communication error,Error
851,Test sequence running,0,Hardware warning: Busy,Warning
860,Interlock violation error,7307,Hardware error: Configuration error,Error
861,Vsource limit too low for auto-ohms,7307,Hardware error: Configuration error,Error
900,Internal system error,7309,Hardware error: Unknown error,Error
